review_name,review_type,passenger_name,review_date,review_text,rating_value,textblob_label,vader_label,keyword_label,hybrid_sentiment,review_classification,label_agreement_level,source,confidence_score
Unknown,General,Anonymous,,"6. Lufthansa's flight was comfortable, the cabin was clean and the staff was polite, although the in-flight entertainment needs an update.",,,,,,Neutral,Generated,synthetic,0.5060000000000001
Unknown,General,Anonymous,,1. The overall flight with Air Canada was average. The staff was polite and the seats were fairly comfortable. Food options could have been better.,,,,,,Neutral,Generated,synthetic,0.13499999999999998
Unknown,General,Anonymous,,"20. ""Airline T's services were standard. The flight was comfortable, but the variety in in-flight meal options was limited.""",,,,,,Neutral,Generated,synthetic,0.07885714285714286
Unknown,General,Anonymous,,10. Airline G had a good range of in-flight movies. The food could use some improvement though.,,,,,,Positive,Generated,synthetic,0.9239999999999999
Unknown,General,Anonymous,,"11. Flight was delayed with Airline H, but they kept passengers informed. The food and drink service was prompt.",,,,,,Negative,Generated,synthetic,0.6
Unknown,General,Anonymous,,9. Airline F provided an acceptable service. The Wi-Fi was a bit slow but the flight itself was on time.,,,,,,Negative,Generated,synthetic,0.21600000000000003
Unknown,General,Anonymous,,8. United Airlines: The flight landed on time and the check-in process was efficient. The seat comfort was average.,,,,,,Neutral,Generated,synthetic,0.6
Unknown,General,Anonymous,,"18. ""Airline O's baggage claim process was quick and efficient, reducing waiting time.""",,,,,,Positive,Generated,synthetic,0.17600000000000002
Unknown,General,Anonymous,,"1. The flight with American Airlines was uneventful, the staff was courteous and the seats were comfortable enough for a short flight.",,,,,,Positive,Generated,synthetic,0.24
Unknown,General,Anonymous,,"19. ""The Iberia flight was fine. The food was average and the seats were comfortable enough for the journey.""",,,,,,Positive,Generated,synthetic,0.55
Unknown,General,Anonymous,,"16. The Cathay Pacific flight was satisfactory. The plane was clean, the flight was on time and the crew was professional.",,,,,,Neutral,Generated,synthetic,0.16799999999999998
Unknown,General,Anonymous,,6. The Qatar Airways flight was satisfactory. The crew was competent and the food was typical for an airline.,,,,,,Neutral,Generated,synthetic,0.12
Unknown,General,Anonymous,,"9. ""Airline F's flight was just fine. The seats were moderately comfortable and the meal was average.""",,,,,,Positive,Generated,synthetic,0.55
Unknown,General,Anonymous,,"8. ""Airline E's service was up to par, with clean cabins and punctual departure. However, the meal portions were quite small.""",,,,,,Neutral,Generated,synthetic,0.48400000000000004
Unknown,General,Anonymous,,"15. The flight with Japan Airlines was decent. The boarding was smooth and the seats were comfortable, however, the in-flight entertainment was in Japanese only.",,,,,,Neutral,Generated,synthetic,0.1872
Unknown,General,Anonymous,,"19. ""Flight with Airline P had a smooth check-in process. The flight was on time, but the in-flight entertainment could be improved.""",,,,,,Neutral,Generated,synthetic,0.528
Unknown,General,Anonymous,,"15. The service on Emirates was quite standard. The food was acceptable, and the cabin crew was professional.",,,,,,Neutral,Generated,synthetic,0.6
Unknown,General,Anonymous,,"8. ""Airline E had a smooth boarding process. The flight was a bit crowded, but the staff managed it well.""",,,,,,Neutral,Generated,synthetic,0.528
Unknown,General,Anonymous,,"3. ""Emirates offers a good in-flight entertainment system. The food could be better, but it's fine for an airline meal.""",,,,,,Neutral,Generated,synthetic,0.528
Unknown,General,Anonymous,,"10. ""I had a normal experience with Airline G. The cabin was a bit crowded but the service was professional.""",,,,,,Positive,Generated,synthetic,0.15
Unknown,General,Anonymous,,"4. My trip with British Airways was generally good. The seats were clean and comfortable, but the in-flight WiFi was slow.",,,,,,Neutral,Generated,synthetic,0.46199999999999997
Unknown,General,Anonymous,,"18. ""Airline R provided an average flying experience. The crew was polite, but the in-flight entertainment could be better.""",,,,,,Neutral,Generated,synthetic,0.6
Unknown,General,Anonymous,,"8. ""Delta Airlines offers reliable baggage handling, but their flight delays can be quite frequent.""",,,,,,Positive,Generated,synthetic,0.12
Unknown,General,Anonymous,,"3. I had a usual experience with Delta Airlines. The cabin was clean and the flight staff was professional. The legroom was a bit cramped, though.",,,,,,Neutral,Generated,synthetic,0.6
Unknown,General,Anonymous,,16. The flight with Ryanair was on time and the boarding process was streamlined. The seating was a bit tight but manageable.,,,,,,Negative,Generated,synthetic,0.12857142857142856
Unknown,General,Anonymous,,18. The flight with Qatar Airways was standard. The cabin was clean and the in-flight services were okay.,,,,,,Neutral,Generated,synthetic,0.208
Unknown,General,Anonymous,,"5. My flight with Air Canada was adequate. The airplane was well-kept, the staff was courteous, and the in-flight entertainment was satisfactory.",,,,,,Neutral,Generated,synthetic,0.44
Unknown,General,Anonymous,,"11. ""My flight with Turkish Airlines was overall satisfactory. The seats were a bit cramped, but the in-flight entertainment made up for it.""",,,,,,Neutral,Generated,synthetic,0.6
Unknown,General,Anonymous,,"16. ""The flight with Airline M was standard. The cabin was clean and the flight left on time.""",,,,,,Neutral,Generated,synthetic,0.088
Unknown,General,Anonymous,,"17. ""The flight with British Airways was satisfactory. The cabin was clean and the crew was efficient.""",,,,,,Neutral,Generated,synthetic,0.18
Unknown,General,Anonymous,,"7. ""Etihad Airways offers a decent service. The seats in economy were a bit cramped, but the flight itself was smooth.""",,,,,,Neutral,Generated,synthetic,0.208
Unknown,General,Anonymous,,"1. ""The flight was pretty standard with American Airlines. The seats were comfortable enough for a short flight, and the staff was polite.""",,,,,,Neutral,Generated,synthetic,0.078
Unknown,General,Anonymous,,"2. The legroom on Airline B's economy seats was adequate, but not spacious. The cabin crew was professional.",,,,,,Positive,Generated,synthetic,0.44
Unknown,General,Anonymous,,"20. The flight with Virgin Atlantic was okay. The cabin crew was friendly, but the seats were a bit cramped and the in-flight entertainment selection could be improved.",,,,,,Positive,Generated,synthetic,0.66
Unknown,General,Anonymous,,13. I used Airline J for a domestic flight. The legroom was a bit tight but the flight left and arrived on schedule.,,,,,,Negative,Generated,synthetic,0.07142857142857142
Unknown,General,Anonymous,,"4. The flight with Airline A was okay. There was enough legroom, but the in-flight entertainment was limited.",,,,,,Positive,Generated,synthetic,0.66
Unknown,General,Anonymous,,"6. I traveled with Southwest Airlines. The flight was on time and the crew was helpful, but the food was quite mediocre.",,,,,,Negative,Generated,synthetic,0.312
Unknown,General,Anonymous,,"20. I flew with Aer Lingus. The flight was on time, the seating was average, and the meals were suitable.",,,,,,Neutral,Generated,synthetic,0.144
Unknown,General,Anonymous,,"18. ""Virgin Atlantic provided an efficient service. The seats were satisfactory but the food was average.""",,,,,,Neutral,Generated,synthetic,0.6
Unknown,General,Anonymous,,"5. ""Flying with Delta Airlines was a routine experience. The plane was clean, the staff courteous, and the flight was punctual.""",,,,,,Neutral,Generated,synthetic,0.348
Unknown,General,Anonymous,,6. Emirates provided a fairly comfortable journey. The food was alright and the cabin crew was attentive.,,,,,,Positive,Generated,synthetic,0.528
Unknown,General,Anonymous,,10. Airline G's seating was comfortable with ample legroom but the in-flight Wi-Fi was spotty.,,,,,,Positive,Generated,synthetic,0.528
Unknown,General,Anonymous,,"18. The service on Turkish Airlines was reliable. The flight was on time, and the in-flight entertainment was good.",,,,,,Neutral,Generated,synthetic,0.504
Unknown,General,Anonymous,,"12. ""The flight experience with Airline I was typical. The staff were professional and the flight departed on time, but the seats were a bit cramped.""",,,,,,Neutral,Generated,synthetic,0.6
Unknown,General,Anonymous,,12. The Turkish Airlines flight was standard. The plane was clean and the in-flight service was adequate.,,,,,,Neutral,Generated,synthetic,0.16799999999999998
Unknown,General,Anonymous,,"17. ""The flight with Airline Q was satisfactory. The cabin was clean, and the flight left on time.""",,,,,,Neutral,Generated,synthetic,0.132
Unknown,General,Anonymous,,"12. ""Ryanair's flight arrived on time. The seating arrangement was a bit tight.""",,,,,,Neutral,Generated,synthetic,0.6
Unknown,General,Anonymous,,9. The flight with Qatar Airways was decent. The legroom was adequate and the staff was professional.,,,,,,Neutral,Generated,synthetic,0.14399999999999996
Unknown,General,Anonymous,,"12. I flew with Alaska Airlines. The flight was on time, the seating was average, and the meals were acceptable.",,,,,,Negative,Generated,synthetic,0.108
Unknown,General,Anonymous,,"1. ""The flight with American Airlines was reliable and on time. The onboard entertainment could use an update, but overall, a decent experience.""",,,,,,Neutral,Generated,synthetic,0.6
Unknown,General,Anonymous,,"16. ""Air Canada's service was professional. The flight was on time but the legroom was a bit limited.""",,,,,,Neutral,Generated,synthetic,0.6
Unknown,General,Anonymous,,"13. ""My KLM flight was satisfactory. The cabin crew was professional, although the plane seemed a bit outdated.""",,,,,,Negative,Generated,synthetic,0.10800000000000001
Unknown,General,Anonymous,,"1. ""The check-in process of Airline A was efficient. The flight departed on time and the in-flight food was satisfactory.""",,,,,,Neutral,Generated,synthetic,0.6
Unknown,General,Anonymous,,"4. ""The flight attendants on Airline A were courteous. The plane was clean, but the entertainment system needed updating.""",,,,,,Positive,Generated,synthetic,0.792
Unknown,General,Anonymous,,"19. Flew with Airline P recently. The plane was clean, and the flight departed and arrived as scheduled.",,,,,,Neutral,Generated,synthetic,0.132
Unknown,General,Anonymous,,18. Airline O's flight attendants were polite. The airplane was a bit older but maintained well.,,,,,,Positive,Generated,synthetic,0.19999999999999998
Unknown,General,Anonymous,,6. My flight with Emirates was standard. The seats were comfortable but the food was nothing extraordinary.,,,,,,Neutral,Generated,synthetic,0.176
Unknown,General,Anonymous,,"7. ""The Air France flight was average with usual service and facilities. The flight attendants were polite and the flight was punctual.""",,,,,,Negative,Generated,synthetic,0.144
Unknown,General,Anonymous,,"15. ""Virgin Atlantic offered a standard service. The seats were comfortable, but the in-flight entertainment could use more varied options.""",,,,,,Neutral,Generated,synthetic,0.216
Unknown,General,Anonymous,,18. My journey with Etihad Airways was decent. The in-flight entertainment was satisfactory and the cabin crew was professional.,,,,,,Neutral,Generated,synthetic,0.096
Unknown,General,Anonymous,,"12. ""The service on British Airways was consistent. The food and drinks were just okay, but the flight landed on time.""",,,,,,Neutral,Generated,synthetic,0.18
Unknown,General,Anonymous,,"5. ""Had an average experience with Delta Airlines. The staff was professional, but the food was rather bland.""",,,,,,Neutral,Generated,synthetic,0.6
Unknown,General,Anonymous,,10. Lufthansa provided a typical airline experience. The flight was on time and the crew was professional.,,,,,,Neutral,Generated,synthetic,0.6
Unknown,General,Anonymous,,"18. ""The KLM flight was reasonable. The plane was a bit old but the service was okay.""",,,,,,Neutral,Generated,synthetic,0.192
Unknown,General,Anonymous,,"6. I flew with JetBlue Airways. The flight was on time, the seating was average, and the meals were okay.",,,,,,Neutral,Generated,synthetic,0.126
Unknown,General,Anonymous,,"15. ""The flight with Cathay Pacific from Hong Kong to Vancouver was on time. The in-flight entertainment was okay. The cabin was a bit chilly.""",,,,,,Positive,Generated,synthetic,0.66
Unknown,General,Anonymous,,10. Qantas offered a decent in-flight meal and the cabin crew was courteous. The flight landed on time.,,,,,,Neutral,Generated,synthetic,0.506
Unknown,General,Anonymous,,"8. I took a trip with Lufthansa. The check-in procedure was efficient, the flight was punctual, and the service was ordinary.",,,,,,Negative,Generated,synthetic,0.13199999999999998
Unknown,General,Anonymous,,"11. ""Airline H's flight was on time and the plane was clean. The food was average, and the selection of movies was limited.""",,,,,,Neutral,Generated,synthetic,0.48400000000000004
Unknown,General,Anonymous,,"5. My experience with Airline B was fairly typical. The staff was courteous, and the flight departed and arrived as scheduled.",,,,,,Neutral,Generated,synthetic,0.156
Unknown,General,Anonymous,,"2. ""Flight with Airline Y was decent. The seating space was standard and the meals could use some improvement.""",,,,,,Neutral,Generated,synthetic,0.6
Unknown,General,Anonymous,,"15. ""My experience with Etihad Airways was average. The plane was a bit old, but the flight was on time.""",,,,,,Neutral,Generated,synthetic,0.6
Unknown,General,Anonymous,,"15. ""The flight with Airline L was on schedule. The cabin crew was friendly, but the legroom was a bit tight.""",,,,,,Positive,Generated,synthetic,0.16585714285714284
Unknown,General,Anonymous,,5. Airline B's flight was punctual and the boarding process was well organized. The in-flight meal was not exceptional but was satisfactory.,,,,,,Negative,Generated,synthetic,0.19199999999999998
Unknown,General,Anonymous,,"4. ""Aeromexico's flight was on time and the boarding process was smooth. The legroom could be better.""",,,,,,Neutral,Generated,synthetic,0.528
Unknown,General,Anonymous,,"10. I travelled with Qatar Airways. The flight departed and arrived as scheduled, the seats were comfortable enough, and the food was average.",,,,,,Neutral,Generated,synthetic,0.6
Unknown,General,Anonymous,,"11. ""Airline H provided a predictable service. The flight departed and arrived on time.""",,,,,,Neutral,Generated,synthetic,0.6
Unknown,General,Anonymous,,"20. ""My flight with Airline Q was average. The flight was on time and the crew was professional.""",,,,,,Neutral,Generated,synthetic,0.6
Unknown,General,Anonymous,,"9. My flight with Emirates was fine. The plane was tidy, the staff was professional, and the in-flight entertainment was suitable.",,,,,,Positive,Generated,synthetic,0.55
Unknown,General,Anonymous,,"3. Emirates offered a good selection of in-flight entertainment. The food was typical airplane fare, nothing exceptional.",,,,,,Positive,Generated,synthetic,0.9239999999999999
Unknown,General,Anonymous,,"9. The booking process with Airline F was straightforward, though the website interface could use some improvement.",,,,,,Neutral,Generated,synthetic,0.495
Unknown,General,Anonymous,,"13. Alaska Airlines' flight was on time, and the plane was reasonably clean. The staff provided an acceptable level of service.",,,,,,Neutral,Generated,synthetic,0.48400000000000004
Unknown,General,Anonymous,,2. Airline Y had friendly staff and clean planes. The food was average for airline fare.,,,,,,Neutral,Generated,synthetic,0.48950000000000005
Unknown,General,Anonymous,,"14. ""American Airlines provided a smooth flight. The crew was professional, but the food was average.""",,,,,,Neutral,Generated,synthetic,0.111
Unknown,General,Anonymous,,"16. My trip with Air New Zealand was fair. The cabin crew was professional and the flight was punctual, but the food could have been more flavorful.",,,,,,Positive,Generated,synthetic,0.552
Unknown,General,Anonymous,,"12. ""The service on Airline I was adequate. The flight was on time and the seats were decently comfortable.""",,,,,,Neutral,Generated,synthetic,0.44
Unknown,General,Anonymous,,7. British Airways offered a satisfactory service. The flight was on schedule and the legroom was decent.,,,,,,Neutral,Generated,synthetic,0.6
Unknown,General,Anonymous,,"9. I flew with American Airlines. The service was standard, the flight was on time, but the in-flight meal could be improved.",,,,,,Neutral,Generated,synthetic,0.6
Unknown,General,Anonymous,,"4. ""Airline A's booking process was straightforward. The flight itself was uneventful.""",,,,,,Neutral,Generated,synthetic,0.19800000000000004
Unknown,General,Anonymous,,"2. United Airlines offered a smooth check-in process. The in-flight meal was okay, nothing extraordinary.",,,,,,Neutral,Generated,synthetic,0.528
Unknown,General,Anonymous,,"20. Ryanair: The flight was on schedule and the staff was professional, but the seat comfort could be improved.",,,,,,Positive,Generated,synthetic,0.12
Unknown,General,Anonymous,,"11. The service on Qantas was satisfactory. The flight took off and landed on time, but the in-flight meal was rather bland.",,,,,,Negative,Generated,synthetic,0.11999999999999998
Unknown,General,Anonymous,,"7. ""Qatar Airways offered a standard level of service. The in-flight entertainment kept me engaged during the flight.""",,,,,,Neutral,Generated,synthetic,0.6
Unknown,General,Anonymous,,1. Airline X provided a satisfactory flight experience. The cabin was clean and the check-in process was straightforward.,,,,,,Neutral,Generated,synthetic,0.267
Unknown,General,Anonymous,,"13. ""Airline J provided a standard service. The flight was a bit turbulent but the crew handled it well.""",,,,,,Neutral,Generated,synthetic,0.6
Unknown,General,Anonymous,,"20. ""The service on Airline Q's flight was average. The food and beverage service was on par with other airlines.""",,,,,,Negative,Generated,synthetic,0.099
Unknown,General,Anonymous,,14. Air Canada's service was standard. The cabin crew was professional and the flight was on time.,,,,,,Neutral,Generated,synthetic,0.6
Unknown,General,Anonymous,,"12. JetBlue Airways offered a standard flight experience. The seat comfort was average, and the in-flight snacks were okay.",,,,,,Neutral,Generated,synthetic,0.08399999999999999
Unknown,General,Anonymous,,"4. Southwest Airlines: The free checked bag policy is a nice perk, but the flight was a bit delayed.",,,,,,Positive,Generated,synthetic,0.66
Unknown,General,Anonymous,,"6. ""Ryanair delivered a smooth flight with no delays. The food options were limited, but the flight was short.""",,,,,,Neutral,Generated,synthetic,0.528
Unknown,General,Anonymous,,"8. My flight with Airline E was generally satisfactory. The seats were a bit uncomfortable, but the staff was polite.",,,,,,Negative,Generated,synthetic,0.16199999999999998
Unknown,General,Anonymous,,19. The experience with Virgin Atlantic was decent. The flight was on time and the in-flight entertainment was good.,,,,,,Neutral,Generated,synthetic,0.31199999999999994
Unknown,General,Anonymous,,"4. ""The overall experience with Airline A was OK. The cabin was clean, but the legroom was a bit tight.""",,,,,,Neutral,Generated,synthetic,0.33
Unknown,General,Anonymous,,"3. I flew with Delta Airlines last month. The plane left and arrived on time, and the cabin crew was professional and courteous.",,,,,,Neutral,Generated,synthetic,0.126
Unknown,General,Anonymous,,"9. ""Airline I's flight was acceptable. The cabin crew was polite but the in-flight services were nothing out of the ordinary.""",,,,,,Negative,Generated,synthetic,0.18
Unknown,General,Anonymous,,8. My flight with Airline E was fine. The crew was attentive and the seats were as expected.,,,,,,Positive,Generated,synthetic,0.55
Unknown,General,Anonymous,,"17. ""My Air Canada flight was average. The check-in process was smooth and the flight was on time.""",,,,,,Neutral,Generated,synthetic,0.13799999999999998
Unknown,General,Anonymous,,"13. Airline J provided a satisfactory in-flight experience, with timely departure and an average meal.",,,,,,Negative,Generated,synthetic,0.108
Unknown,General,Anonymous,,12. The flight with Qantas was as expected. The cabin crew was professional and the in-flight entertainment was good.,,,,,,Positive,Generated,synthetic,0.27999999999999997
Unknown,General,Anonymous,,14. Qantas provided a smooth flight with no significant turbulence. The crew was competent and the facilities were clean.,,,,,,Neutral,Generated,synthetic,0.24225
Unknown,General,Anonymous,,4. The ticket booking process for Airline D was straightforward. The flight itself was uneventful.,,,,,,Neutral,Generated,synthetic,0.495
Unknown,General,Anonymous,,"7. Ryanair is a budget-friendly option. The service was adequate considering the price, but the seats were not very comfortable.",,,,,,Positive,Generated,synthetic,0.15569230769230769
Unknown,General,Anonymous,,"12. ""The flight with Airline I was average. There was a decent selection of food and drinks.""",,,,,,Neutral,Generated,synthetic,0.6
Unknown,General,Anonymous,,"4. The Air France journey was smooth, the food was decent for airline food and the cabin crew was professional.",,,,,,Neutral,Generated,synthetic,0.29333333333333333
Unknown,General,Anonymous,,13. Took a flight with Airline J recently. The seats were fine and the flight departed and landed as scheduled.,,,,,,Neutral,Generated,synthetic,0.15
Unknown,General,Anonymous,,"12. ""Lufthansa's service was efficient. The flight was relatively comfortable and the in-flight meals were average.""",,,,,,Neutral,Generated,synthetic,0.13799999999999998
Unknown,General,Anonymous,,"3. ""The flight with Airline Z was smooth and the cabin was clean. The in-flight entertainment could use an update though.""",,,,,,Neutral,Generated,synthetic,0.5060000000000001
Unknown,General,Anonymous,,"11. ""Virgin Atlantic provides a comfortable in-flight experience. The food is average, but the service is good.""",,,,,,Neutral,Generated,synthetic,0.528
Unknown,General,Anonymous,,"18. ""Airline O's service was standard. The flight was a bit noisy, but the seats were comfortable.""",,,,,,Neutral,Generated,synthetic,0.144
Unknown,General,Anonymous,,15. Etihad Airways: The seat was comfortable and the staff was professional. The in-flight entertainment was average.,,,,,,Neutral,Generated,synthetic,0.33
Unknown,General,Anonymous,,"11. Air France's service was as expected. The flight took off and landed on time, and the staff was quite professional.",,,,,,Neutral,Generated,synthetic,0.6
Unknown,General,Anonymous,,"9. The food on Airline F was fair, not exceptional. The flight arrived on time which was appreciated.",,,,,,Neutral,Generated,synthetic,0.13599999999999998
Unknown,General,Anonymous,,1. The flight was on time with Delta Airlines. The crew was friendly and the seats were satisfactory.,,,,,,Neutral,Generated,synthetic,0.31799999999999995
Unknown,General,Anonymous,,"10. ""Air France's flight was on time, which is always a good start. The in-flight service was unremarkable but efficient.""",,,,,,Positive,Generated,synthetic,0.9239999999999999
Unknown,General,Anonymous,,"11. The service on Emirates was as expected. The flight was punctual and the food was decent, but the in-flight entertainment was mediocre.",,,,,,Negative,Generated,synthetic,0.104
Unknown,General,Anonymous,,"7. ""JetBlue's in-flight service was functional and the flight departed on schedule. The in-flight meals could use some improvement.""",,,,,,Negative,Generated,synthetic,0.6
Unknown,General,Anonymous,,"9. ""Airline I's flight was reasonably comfortable with adequate legroom. The selection of in-flight movies was decent.""",,,,,,Neutral,Generated,synthetic,0.48400000000000004
Unknown,General,Anonymous,,"8. British Airways' flight was on schedule, and the cabin cleanliness was at an acceptable level. The food quality was average.",,,,,,Neutral,Generated,synthetic,0.6
Unknown,General,Anonymous,,"7. Lufthansa offered an acceptable flight experience. The seats were somewhat comfortable, and the in-flight movie selection was broad.",,,,,,Neutral,Generated,synthetic,0.1665
Unknown,General,Anonymous,,1. The flight with Airline X was satisfactory. The seats were comfortable and the flight departed on time.,,,,,,Neutral,Generated,synthetic,0.288
Unknown,General,Anonymous,,"12. ""The flight with Turkish Airlines was satisfactory. The cabin crew was attentive and the food options were decent.""",,,,,,Neutral,Generated,synthetic,0.204
Unknown,General,Anonymous,,"20. Took a flight with Airline Q. The cabin was clean, the flight was punctual, but the in-flight entertainment was lacking.",,,,,,Neutral,Generated,synthetic,0.264
Unknown,General,Anonymous,,"20. The flight with Frontier Airlines was average. The seats were a bit hard, but the overall experience was satisfactory.",,,,,,Negative,Generated,synthetic,0.106
Unknown,General,Anonymous,,"9. I found Airline I's service to be average. The flight was slightly delayed, but the cabin was kept clean.",,,,,,Neutral,Generated,synthetic,0.08399999999999999
Unknown,General,Anonymous,,"4. Took a Delta Airlines flight to Atlanta. The cleanliness of the aircraft could be improved, but the flight was punctual.",,,,,,Neutral,Generated,synthetic,0.6
Unknown,General,Anonymous,,6. I flew with Turkish Airlines. The cabin crew was courteous and the flight was smooth. The food was average.,,,,,,Positive,Generated,synthetic,0.66
Unknown,General,Anonymous,,"7. ""My recent flight with Emirates was typical. The cabin was clean, and the crew was efficient.""",,,,,,Neutral,Generated,synthetic,0.09600000000000002
Unknown,General,Anonymous,,"4. ""Air Canada's flights are generally on time, however, their customer service could use some improvement.""",,,,,,Neutral,Generated,synthetic,0.6
Unknown,General,Anonymous,,"14. ""Flight with Airline K was decent. The cabin was clean, however, the meal could be improved.""",,,,,,Neutral,Generated,synthetic,0.192
Unknown,General,Anonymous,,"9. ""Qatar Airways has a comfortable cabin. The in-flight entertainment could use an upgrade, but overall it was a standard flight.""",,,,,,Neutral,Generated,synthetic,0.528
Unknown,General,Anonymous,,"4. Qatar Airways offered a decent level of comfort for the long-haul flight. The food was okay, and the cabin crew was polite.",,,,,,Neutral,Generated,synthetic,0.23999999999999996
Unknown,General,Anonymous,,"19. ""My Air India flight was satisfactory. The staff was polite, but the in-flight entertainment system was a bit glitchy.""",,,,,,Neutral,Generated,synthetic,0.6
Unknown,General,Anonymous,,"18. ""My recent trip with Aer Lingus was fine. The boarding process was straightforward, and the staff was polite.""",,,,,,Neutral,Generated,synthetic,0.275
Unknown,General,Anonymous,,"10. ""American Airlines offers a standard service. The cabin crew was polite and the plane was clean.""",,,,,,Neutral,Generated,synthetic,0.08399999999999999
Unknown,General,Anonymous,,"20. ""Airline Q's flight was decent. The seats were fine, but the in-flight entertainment had limited options.""",,,,,,Neutral,Generated,synthetic,0.12285714285714286
Unknown,General,Anonymous,,"14. ""My flight with Airline K was okay. The cabin was clean, but the temperature was a bit too cold.""",,,,,,Positive,Generated,synthetic,0.66
Unknown,General,Anonymous,,1. Emirates Airline: The food was quite standard for airline fare and the seat space was acceptable.,,,,,,Neutral,Generated,synthetic,0.6
Unknown,General,Anonymous,,"3. ""Lufthansa's staff is generally professional, but the legroom in economy class is average at best.""",,,,,,Neutral,Generated,synthetic,0.418
Unknown,General,Anonymous,,"4. ""I took a flight with Delta Airlines last week. The boarding process was smooth, and the seats were standard for economy class.""",,,,,,Neutral,Generated,synthetic,0.144
Unknown,General,Anonymous,,"3. Airline Z's service was as expected. The seats were a bit tight, but otherwise, the journey was smooth.",,,,,,Neutral,Generated,synthetic,0.07714285714285714
Unknown,General,Anonymous,,19. Aer Lingus had a timely departure and arrival. The seats were average in terms of comfort.,,,,,,Negative,Generated,synthetic,0.108
Unknown,General,Anonymous,,"7. The Delta Airlines flight was fine, with on-time departure and arrival. The seat comfort was average.",,,,,,Positive,Generated,synthetic,0.55
Unknown,General,Anonymous,,"16. Air India: The flight was on schedule and the check-in process was smooth, but the food was just okay.",,,,,,Positive,Generated,synthetic,0.5940000000000001
Unknown,General,Anonymous,,"13. ""The British Airways flight was acceptable. The in-flight entertainment was good, but the legroom was a bit limited.""",,,,,,Neutral,Generated,synthetic,0.15085714285714286
Unknown,General,Anonymous,,"6. The service on Lufthansa was as expected from a major airline. The staff was efficient, but the legroom was a bit tight.",,,,,,Negative,Generated,synthetic,0.6
Unknown,General,Anonymous,,"7. The flight attendants on Airline D were professional, albeit a bit distant.",,,,,,Negative,Generated,synthetic,0.6
Unknown,General,Anonymous,,"16. ""Airline M provided a regular service. The check-in process was smooth and the flight was fairly comfortable.""",,,,,,Neutral,Generated,synthetic,0.24
Unknown,General,Anonymous,,"8. ""The British Airways flight was decent. The in-flight entertainment options were sufficient for the duration of the flight.""",,,,,,Neutral,Generated,synthetic,0.6
Unknown,General,Anonymous,,"10. ""Turkish Airlines has a user-friendly website for booking, but the in-flight food lacks variety.""",,,,,,Neutral,Generated,synthetic,0.6
Unknown,General,Anonymous,,"18. Virgin Atlantic's flight was smooth, the staff was courteous but the in-flight entertainment could be improved.",,,,,,Positive,Generated,synthetic,0.66
Unknown,General,Anonymous,,3. JetBlue: The plane was clean and the seats were comfortable enough for the long journey.,,,,,,Neutral,Generated,synthetic,0.129
Unknown,General,Anonymous,,"5. Airline B's in-flight entertainment had a good variety, but the headphones provided were of average quality.",,,,,,Neutral,Generated,synthetic,0.363
Unknown,General,Anonymous,,"11. I recently flew with United Airlines. The flight was on time and the cabin was clean; however, the food was nothing special.",,,,,,Neutral,Generated,synthetic,0.17371428571428574
Unknown,General,Anonymous,,16. My journey with Airline M was standard. The plane was clean and the service was acceptable.,,,,,,Neutral,Generated,synthetic,0.132
Unknown,General,Anonymous,,"14. Airline K provided a prompt baggage service, however, the quality of their in-flight meal was quite average.",,,,,,Negative,Generated,synthetic,0.108
Unknown,General,Anonymous,,20. Airline Q's service was acceptable. The seats were comfortable enough and the crew was professional.,,,,,,Neutral,Generated,synthetic,0.11999999999999998
Unknown,General,Anonymous,,2. The service on United Airlines was as expected. The food was average and the in-flight entertainment had a good variety.,,,,,,Neutral,Generated,synthetic,0.108
Unknown,General,Anonymous,,"16. Airline M's pricing was reasonable, though the additional charges for extra baggage were high.",,,,,,Positive,Generated,synthetic,0.144
Unknown,General,Anonymous,,"13. The Southwest Airlines flight was average. The seats were comfortable enough, but the in-flight entertainment options were limited.",,,,,,Neutral,Generated,synthetic,0.6
Unknown,General,Anonymous,,7. I flew with Airline D. The boarding was orderly and the cabin was clean.,,,,,,Neutral,Generated,synthetic,0.264
Unknown,General,Anonymous,,"20. Overall, the flight experience with Airline Q was average, with nothing particularly standing out, either positively or negatively.",,,,,,Neutral,Generated,synthetic,0.6
Unknown,General,Anonymous,,"5. Delta Air Lines provided a good service, their in-flight Wi-Fi was a nice touch but it was a bit slow at times.",,,,,,Positive,Generated,synthetic,0.43999999999999995
Unknown,General,Anonymous,,"15. The check-in process at Airline L was simple and efficient. The cabin was clean, but the seats could be more comfortable.",,,,,,Neutral,Generated,synthetic,0.27599999999999997
Unknown,General,Anonymous,,"1. The flight with Air Canada was overall acceptable, the staff were polite and the airplane was clean. Food quality could be improved.",,,,,,Neutral,Generated,synthetic,0.132
Unknown,General,Anonymous,,"7. Flew with Air Canada recently. The check-in process was smooth, but the in-flight entertainment options were somewhat limited.",,,,,,Neutral,Generated,synthetic,0.12685714285714286
Unknown,General,Anonymous,,"13. My trip with Qantas was fine. The aircraft was neat, the staff was courteous, and the in-flight entertainment was adequate.",,,,,,Positive,Generated,synthetic,0.55
Unknown,General,Anonymous,,"10. ""Spirit Airlines' flight was punctual, but the comfort level could be improved. The baggage policy was clear and fair.""",,,,,,Neutral,Generated,synthetic,0.2879999999999999
