review_name,review_type,passenger_name,review_date,review_text,rating_value,textblob_label,vader_label,keyword_label,hybrid_sentiment,review_classification,source,under_token_limit,predicted_sentiment
Unknown,General,Anonymous,,"14. ""The service on Ryanair was efficient. The seats were not the most comfortable for a long journey.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,8. Airline H had a clean cabin and the flight was smooth. The in-flight meal was quite average and could be improved upon.,,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"3. ""Emirates provided a smooth check-in process. The flight itself was relatively comfortable and the crew was professional.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"1. ""The flight on American Airlines was fairly standard. The cabin was clean and the staff were courteous, but the in-flight entertainment was a little outdated.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,13. The boarding process at Airline J was efficient. The seats were a bit cramped but the flight arrived on time.,,,,,,Neutral,synthetic,True,Negative
Unknown,General,Anonymous,,7. Airline D provided a good selection of in-flight films and music. The meals were typical airline fare.,,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"7. ""The flight with Airline D was on time, which was appreciated. The legroom was a bit cramped for my liking.""",,,,,,Neutral,synthetic,True,Negative
Unknown,General,Anonymous,,6. My flight with Lufthansa was average. The seats were comfortable enough for a long-haul flight and the meals were standard airline fare.,,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"20. Airline Q's flight was satisfactory. The seats were comfortable enough, but the meal options were unimpressive.",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,1. The flight with United Airlines was quite standard. Nothing exceptional but no major issues either.,,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"7. ""Lufthansa provided good service on my recent trip. The in-flight entertainment choices were standard.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"20. ""The flight with Singapore Airlines was fine. The staff was friendly and professional, but the legroom was somewhat restricted.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"16. ""The KLM flight was clean and the service was efficient. The food was satisfactory but the Wi-Fi connectivity was inconsistent.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"1. The in-flight service on Delta Airlines was standard, with friendly staff offering refreshments regularly.",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"5. Virgin Atlantic's newer plane made for a comfortable journey, though the Wi-Fi was somewhat slow. The crew was attentive and professional.",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"11. Emirates provided a comfortable flight with decent food, but the check-in process was a bit slow.",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"6. ""Lufthansa offered a typical flight experience. The plane was clean and the crew was courteous.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"12. The Emirates flight was mostly comfortable with a good selection of movies, but the plane was quite cold.",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"1. JetBlue Airways offered a generally comfortable flight experience. The seats could use a bit more legroom, but the in-flight entertainment was decent.",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"13. ""The flight with Air Canada was on time, the cabin was clean and the crew was professional.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,2. The plane was clean and well-maintained. The legroom was a bit limited.,,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"18. Airline O provided an adequate service. The staff was polite and the plane was clean, but the in-flight entertainment was limited.",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"20. ""The food on Aer Lingus was typical of airline fare, nothing outstanding but not unpleasant.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"4. ""Airline D was pretty much as expected. No surprises, good or bad, throughout the journey.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"18. ""Virgin Atlantic's service was satisfactory. The in-flight entertainment system had a good variety, but the WiFi was slow.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,18. Airline O's service was acceptable. The flight was delayed but they kept us informed.,,,,,,Neutral,synthetic,True,Negative
Unknown,General,Anonymous,,5. My British Airways flight was fine. The aircraft was clean and the crew was friendly enough. The food could have been better.,,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"10. ""Airline J had a clean plane and an average selection of movies. The food was edible, but nothing to write home about.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"11. ""My experience with KLM was average. The plane was clean and the in-flight entertainment was satisfactory.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,4. Had a decent flight with Airline A. The cabin was clean and the staff was attentive.,,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"3. JetBlue offered reasonable service. The seats were comfortable enough for a short flight, and the staff was competent.",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"2. Airline Y's seats were comfortable enough for the short flight, and the cabin was clean. No issues with baggage handling.",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,1. The flight with Airline X was decent. The seats were comfortable enough for a short journey and the in-flight meal was satisfactory.,,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"9. ""The Virgin Atlantic flight was standard. The staff was friendly and the entertainment options were ample.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,18. My KLM flight had a smooth check-in process. The cabin was clean and the food was average.,,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,1. The service on Airline A was fairly standard - nothing exceptional but nothing to complain about either. The cabin was clean and the staff were polite.,,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"7. ""Emirates provided a standard service on my recent flight. The seat was comfortable and the inflight entertainment was good, but the food was just okay.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"1. ""Airline X had comfortable seating and in-flight service was timely, but the food was unremarkable.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,4. I had a regular experience with Emirates. The onboard entertainment was good but the food could use some improvement.,,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"5. The meals offered on Qatar Airways were typical of airline food, nothing extraordinary but not bad either.",,,,,,Neutral,synthetic,True,Negative
Unknown,General,Anonymous,,18. The seats on Air Canada were somewhat cramped but the flight was smooth and the staff was professional.,,,,,,Neutral,synthetic,True,Negative
Unknown,General,Anonymous,,"5. ""Virgin Atlantic provided a smooth check-in process. The economy seats were a bit cramped though.""",,,,,,Neutral,synthetic,True,Negative
Unknown,General,Anonymous,,"12. ""The seats on Airline I were comfortable enough for a long flight. The food was average, but the flight arrived on time.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"5. Air France provided an average service. The cabin was a bit crowded but overall, it was a reasonable experience.",,,,,,Neutral,synthetic,True,Negative
Unknown,General,Anonymous,,"5. ""JetBlue provided a comfortable flight with on-time departure. The snacks could have been better.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"11. Lufthansa provided a usual flight experience. The plane was clean, the staff was polite and the food was standard airline quality.",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,2. Southwest Airlines provided a comfortable journey. The check-in process was quite smooth but the in-flight entertainment selection was limited.,,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"2. JetBlue's flight was comfortable. The cabin was clean and the staff was professional, but the in-flight meal could have been better.",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,10. The flight was comfortable with average legroom. The food was mediocre but the service was efficient.,,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,13. The Virgin Atlantic flight was satisfactory; the cabin crew was pleasant and the flight was smooth.,,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"5. ""Airline B's flight was as expected. The cabin was clean and the flight was on time.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"17. ""My recent Ryanair flight was fine. The plane was clean and the flight landed on time.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"12. The in-flight service on my SkyFlyer flight was average. The cabin was clean and the flight landed on time, but the food was unremarkable.",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"5. While Airline B's boarding process was a bit disorganized, the flight itself was fairly comfortable and punctual.",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"19. The Aeroflot journey was fine, with standard meals and a clean cabin.",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,18. The flight with Airline O was comfortable with standard amenities. The boarding process was a bit slow though.,,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,8. Alaska Airlines provided a standard service. The seats were comfortable and the cabin crew was polite.,,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"6. Airline F provided a comfortable seating arrangement. However, the variety and quality of food could be improved.",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,4. JetBlue Airways provided a standard flight experience. The seats were reasonably comfortable and the cabin was clean.,,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,9. Airline F's cabin was clean and the service was efficient. The food was standard airline fare.,,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"8. ""The Emirates flight was clean and well-maintained, with a decent in-flight entertainment system.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"1. The flight with Air Canada was on time. The in-flight meal was standard, nothing exceptional, but not poor either.",,,,,,Neutral,synthetic,True,Negative
Unknown,General,Anonymous,,"5. British Airways provided a decent service, the staff was friendly and professional, but the aircraft felt a bit dated.",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"18. Virgin Atlantic's flight was okay. There was a good range of in-flight entertainment, but the seats were a bit cramped.",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"11. The Emirates flight was average, the inflight entertainment was good but the food options could have been better.",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"15. Air France provided a comfortable flight. The service was good, but the food was mediocre.",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,6. Airline C's flight was slightly delayed but otherwise unremarkable. The seats were decently comfortable and the staff were professional.,,,,,,Neutral,synthetic,True,Negative
Unknown,General,Anonymous,,7. Quantas provided a fair flight experience. The crew was polite but the legroom was somewhat limited.,,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,12. Qantas Airways offered a typical long-haul service. The cabin was clean and the flight departed on time.,,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"14. ""Flew with Singapore Airlines from Singapore to Sydney. The flight was comfortable and the service was standard.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"2. ""The seats on Delta Airlines were comfortable enough for the long haul flight. However, the inflight entertainment system was a bit outdated.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"6. ""Alaska Airlines' flight was comfortable and on schedule. The in-flight meal was pretty standard.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"14. ""Airline N provided an acceptable travel experience. The seats were comfortable and the cabin was clean, though the inflight entertainment was limited.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"2. ""Airline Y's service was standard. The staff were polite and the flight was timely, making for a smooth journey.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,16. The service on Airline P was ordinary. The plane was clean and the staff was professional.,,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"12. ""The Alaska Airlines flight was comfortable and the staff was courteous. The in-flight entertainment could use some variety.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"15. ""Aer Lingus offered a usual flight experience. The plane was clean but the seats were a bit cramped.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,1. The in-flight service on Air France was efficient and the food was alright. The legroom was slightly cramped for long-haul flights.,,,,,,Neutral,synthetic,True,Negative
Unknown,General,Anonymous,,"14. ""The flight was slightly delayed but the airline kept us informed. The seats were comfortable enough for the short journey.""",,,,,,Neutral,synthetic,True,Negative
Unknown,General,Anonymous,,15. The Singapore Airlines flight was normal. The seats were somewhat comfortable and the service was professional.,,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"16. ""The Alaska Airlines flight was as expected. The plane was clean and the flight was on time.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"10. ""The Air France flight was average. The crew was polite and the plane was clean, however, the leg room was insufficient.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"9. The flight with Airline F was satisfactory. The staff were polite and the food was average, but the legroom was somewhat limited.",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"16. ""Flying with Singapore Airlines, the cabin was clean and the flight left on time. The crew was professional but the food was just okay.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"17. ""The Spirit Airlines flight was average. The seats were cramped but the price was reasonable.""",,,,,,Neutral,synthetic,True,Negative
Unknown,General,Anonymous,,"6. American Airlines' in-flight service was adequate. There was a good range of movies available, but the food options were rather limited.",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"5. JetBlue had a clean aircraft with a friendly crew, but the Wi-Fi was slow.",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"10. ""The British Airways flight was quite average, with comfortable seating and punctual arrival, but the baggage claim took a while.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"9. ""Cathay Pacific provided a typical flight experience. The staff were polite and the flight departed and arrived on time.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"5. ""Airline B's flight was slightly delayed but the crew kept us informed throughout.""",,,,,,Neutral,synthetic,True,Negative
Unknown,General,Anonymous,,7. The flight with Qatar Airways was generally good. The seats were comfortable but the choice of movies could be improved.,,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"1. Airline X offered standard service, with an on-time departure and comfortable seating.",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"20. ""Iberia offered a standard flight experience. The seats were comfortable enough for a short flight.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"13. Etihad Airways offered a comfortable seating and a good range of in-flight entertainment. The food was not exceptional, but satisfactory.",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"4. The Delta Airlines flight was decent, with friendly staff and punctual departure. However, the in-flight entertainment was lacking in variety.",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,9. Airline F's flight was quite comfortable with average legroom. The cleanliness of the cabin could be improved though.,,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,9. I found the Aer Lingus flight to be on time with a clean cabin. The in-flight meal was mediocre.,,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"15. ""The Virgin Atlantic flight was comfortable and the crew was attentive, but the in-flight entertainment system could use an update.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,7. The Lufthansa flight was pretty much as expected. The seats were comfortable enough and the staff did their job efficiently.,,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,10. Air France provided an average experience. The seats were comfortable but the boarding process was a bit chaotic.,,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"9. ""British Airways' long-haul flight was comfortable enough for a good sleep.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"8. ""The Lufthansa flight had a clean cabin and the check-in process was efficient. The in-flight entertainment options were slightly limited.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"13. The Aer Lingus flight was average. The seats were comfortable enough for a short flight, and the staff was professional.",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"7. The British Airways flight was alright. The plane was a bit old, but the flight was comfortable enough.",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"11. My flight with Airline K was standard. The cabin was clean and the staff was courteous, yet the in-flight entertainment was limited.",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"11. ""The flight with Airline H was good. The seats were comfortable for a medium-haul flight, and the cabin was clean.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"4. ""Airline A's flight was decent. The seats were comfortable enough for the short journey.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"16. ""The in-flight entertainment had a good variety, the food was typical airline food and the staff was friendly.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"6. ""Flew with Airline C from Sydney to Tokyo. The cabin crew was polite and the flight was smooth.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,5. Air Canada's service was as expected. The plane was clean and the crew was attentive.,,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"18. ""My experience with KLM was okay. The seats were comfortable enough, and the in-flight entertainment was standard.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,19. The Swiss Air flight was ordinary. The seats were comfortable enough and the flight was punctual.,,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"20. ""The airline provided a smooth flight experience. The cabin was clean and the crew was polite, but the food could use improvement.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,2. The onboard experience with United Airlines was decent. The seats were comfortable and the in-flight entertainment had a good variety.,,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"20. ""The Ryanair flight was uneventful. The seats were a bit cramped but the flight was punctual.""",,,,,,Neutral,synthetic,True,Negative
Unknown,General,Anonymous,,"6. ""The crew on Flyer C was attentive and efficient. The seats, however, felt a bit cramped for long-haul flights.""",,,,,,Neutral,synthetic,True,Negative
Unknown,General,Anonymous,,5. My Delta flight was ordinary with no significant issues. The seats were reasonably comfortable and the in-flight meal was edible.,,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"18. ""My flight with Airline R was as expected. The seats were reasonably comfortable and the cabin crew were friendly.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"2. ""Delta Airlines had comfortable seating on their long-haul flights. However, the variety of in-flight entertainment could be improved.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"8. ""Airline E's flight was acceptable. The seat was comfortable enough for the short trip.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"11. Virgin Atlantic: Good on-board service, friendly staff. The entertainment system was average, with a decent selection of movies.",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,11. The check-in process at Airline K was smooth and hassle-free. The seat was comfortable enough for a short flight.,,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,11. The flight with Airline K was okay. The plane was clean and the service was standard.,,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"13. The KLM flight was satisfactory, with good cabin cleanliness but average customer service.",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"11. ""Airline H offered a good flight service. The check-in process was smooth, but the food options were limited.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,5. Airline B had a nice range of drinks on offer but could improve the quality of their snacks.,,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,9. Airline I's flight was acceptable. The seats were comfortable but the food options were not very appealing.,,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,7. Airline G's service was acceptable. The flight was delayed but the communication was clear and timely.,,,,,,Neutral,synthetic,True,Negative
Unknown,General,Anonymous,,"5. ""Airline B's plane was clean and comfortable. However, the boarding process was somewhat chaotic.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,7. The in-flight service on my Air France flight was standard. The staff was polite and the flight landed on time.,,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"15. ""AeroSphere provided a comfortable flight experience, but the lack of WiFi was a minor inconvenience.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"8. ""Airline H's flight provided a standard service. Nothing exceptional, but the flight was comfortable and on time.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"10. The flight with Airline G was satisfactory. The cabin was clean and the staff was professional, but the food was nothing special.",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"14. ""Airline N's flight was reasonably priced. The seats were comfortable enough for a short-haul flight.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"1. American Airlines provided a standard flight experience, with punctual departure and arrival times. The cabin was clean and the staff was professional.",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"15. ""Turkish Airlines provided a comfortable flight with decent service. The in-flight entertainment was good, but the Wi-Fi was slow.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,6. Airline C provided basic amenities with a comfortable seat and a small snack.,,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"9. The flight with British Airways was satisfactory. The airplane was clean and the crew was courteous, but the food could use some improvement.",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"10. Emirates had a good onboard service. The cabin was a bit crowded, but the staff was attentive and polite.",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"18. ""Iberia's flight was on time and the check-in process was smooth. The seat was comfortable but the in-flight entertainment options were limited.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"18. ""The crew was helpful and the flight was generally comfortable. The in-flight meal was average.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"16. Turkish Airlines offered a decent meal and the cabin was clean, but the seat cushioning was not as comfortable as it could be.",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,19. The flight with Air France was standard. The seats were comfortable enough for a long-haul flight.,,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"19. ""The Air New Zealand flight was on schedule, the cabin crew was professional, and the in-flight entertainment had a good variety.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"8. My experience with Qantas was typical. The seats were comfortable enough for a long-haul flight, but the meal options were limited.",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"4. ""The boarding process was smooth and the flight departed on time. The cabin was fairly clean and the staff was professional.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"14. Air New Zealand's flight attendants were efficient, but the flight was slightly delayed and the Wi-Fi was slow.",,,,,,Neutral,synthetic,True,Negative
Unknown,General,Anonymous,,9. The Turkish Airlines flight was standard. The cabin crew was helpful and the food was fine.,,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"14. ""The flight with Etihad Airways was usual. The cabin crew was friendly and the inflight entertainment was okay.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"8. ""Airline E's flight was reasonably comfortable for a budget airline. There were no significant issues or delays.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"7. ""The flight with American Airlines went without any significant issues. The plane was a bit older, but it was clean and the crew was friendly.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"6. ""The flight with Airline F was average. The seats were comfortable enough for a short-haul flight.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"19. ""The Aer Lingus flight was comfortable for a short-haul flight, the staff was professional, and the departure was on time.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"4. ""Airline D presented a clean cabin and restrooms. The food was acceptable, nothing to write home about.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"11. ""The British Airways flight was punctual and the cabin was clean. The inflight entertainment system had a good variety of options.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"17. Swiss Air's service was generally reliable with friendly staff, but could improve on their meal options.",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"17. The cabin crew on Airline Q were polite and the flight landed on time, but the seats were quite narrow.",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"13. Turkish Airlines offered a comfortable flight, but the food was average. The cabin crew was professional.",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"2. ""JetBlue provided a typical flying experience. The cabin was clean and the staff was courteous.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"4. Airline A's check-in process was straightforward, but there was a noticeable wait time. The cabin crew was polite and professional.",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"14. The Turkish Airlines flight was okay. The crew was attentive, but the flight was delayed by half an hour.",,,,,,Neutral,synthetic,True,Negative
Unknown,General,Anonymous,,"19. ""Airline P's flight attendants were professional. The flight was comfortable enough for a short journey.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"7. Flew with Airline G recently. The seats were comfortable enough for a short flight, and the cabin was clean.",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"14. ""The Cathay Pacific flight was comfortable with good legroom. However, the meal choices were limited.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"8. Air France provided a comfortable flight. The seats were spacious, but the in-flight entertainment was not up to the mark.",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,10. Had a standard experience with Airline J. The facilities were clean and the baggage handling was efficient.,,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"9. ""Emirates provided a good variety of in-flight entertainment. The staff was polite, but the food could have been better.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"6. ""Emirates provided a good selection of inflight entertainment. The meal selection was average.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"16. The boarding process for my AeroScape flight was a bit slow, but the cabin was clean and the flight itself was on time.",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"8. My experience with Emirates was satisfactory. The cabin was clean and the staff was courteous, though the in-flight meals were just okay.",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"8. ""On my British Airways flight, the seats were comfortable enough for a long haul. However, the food was mediocre.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"9. Flew with Airline F, plane was clean and reasonably comfortable for a short-haul flight.",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"15. ""Air France provided a smooth in-flight experience. The plane was clean but the legroom was somewhat limited.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"1. ""Airline X provided a satisfactory flight experience. The seats were adequately comfortable and the meals were acceptable.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"13. The flight on Airline M was comfortable and the staff was professional. The meal options were limited, but edible.",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"16. Virgin Atlantic had friendly staff and a clean aircraft, but the Wi-Fi connectivity was not up to the mark.",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"4. ""The cabin was clean and the flight landed on time. The in-flight meal was satisfactory, nothing extraordinary.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"8. ""Airline E's flight was decent. The seats were comfortable enough for a short haul flight.""",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,10. Airline G's flight was fairly comfortable with an acceptable level of cleanliness. The in-flight services were basic.,,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,"12. Etihad Airways provided a satisfactory service with comfortable seating. The in-flight entertainment was adequate, but the food could have been better.",,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,8. Emirates provided a smooth and comfortable journey. The in-flight entertainment was adequate but the food could use more variety.,,,,,,Neutral,synthetic,True,Positive
Unknown,General,Anonymous,,12. The Ryanair flight was standard. The seats were somewhat cramped but the flight was punctual.,,,,,,Neutral,synthetic,True,Negative
Unknown,General,Anonymous,,"7. ""Airline G's in-flight service was satisfactory. The seats were a bit cramped but tolerable for a short journey.""",,,,,,Neutral,synthetic,True,Negative
